update,theta
191,0.45171722769737244
192,0.4523240625858307
193,0.45292946696281433
194,0.45353347063064575
195,0.45413604378700256
196,0.45473718643188477
197,0.45533692836761475
198,0.4559352695941925
199,0.45653221011161804
200,0.45712774991989136
201,0.45772191882133484
202,0.4583147168159485
203,0.4589061141014099
204,0.4594961404800415
205,0.46008482575416565
206,0.46067214012145996
207,0.4612581133842468
208,0.46184274554252625
209,0.4624260365962982
210,0.46300798654556274
211,0.4635885953903198
212,0.46416789293289185
213,0.4647458493709564
214,0.46532249450683594
215,0.4658978283405304
216,0.4664718508720398
217,0.4670445919036865
218,0.4676160216331482
219,0.4681861698627472
220,0.4687550365924835
221,0.4693226218223572
222,0.46988892555236816
223,0.47045397758483887
224,0.4710177481174469
225,0.47158026695251465
226,0.4721415340900421
227,0.4727015495300293
228,0.4732603132724762
229,0.4738178551197052
230,0.4743741452693939
231,0.47492921352386475
232,0.4754830598831177
233,0.4760356843471527
234,0.47658708691596985
235,0.4771372973918915
236,0.4776862859725952
237,0.47823408246040344
238,0.47878068685531616
239,0.479326069355011
240,0.4798702895641327
241,0.4804133176803589
242,0.4809551537036896
243,0.48149582743644714
244,0.4820353090763092
245,0.48257362842559814
246,0.48311078548431396
247,0.48364678025245667
248,0.48418164253234863
249,0.4847153425216675
250,0.4852479100227356
251,0.4857793152332306
252,0.48630958795547485
253,0.4868387281894684
254,0.4873667359352112
255,0.48789364099502563
256,0.48841941356658936
257,0.48894408345222473
258,0.4894676208496094
259,0.4899900555610657
260,0.49051138758659363
261,0.49103161692619324
262,0.4915507435798645
263,0.4920687973499298
264,0.4925857484340668
265,0.4931016266345978
266,0.49361640214920044
267,0.49413010478019714
268,0.4946427345275879
269,0.4951542913913727
270,0.4956648051738739
271,0.49617424607276917
272,0.49668261408805847
273,0.4971899390220642
274,0.4976962208747864
275,0.498201459646225
276,0.49870565533638
277,0.49920880794525146
278,0.49971091747283936
279,0.5002120137214661
280,0.5007120370864868
281,0.5012110471725464
282,0.5017090439796448
283,0.502206027507782
284,0.502701997756958
285,0.5031969547271729
286,0.5036908984184265
287,0.504183828830719
288,0.5046757459640503
289,0.5051666498184204
290,0.5056565999984741
291,0.5061455368995667
292,0.5066335201263428
293,0.5071204900741577
294,0.5076065063476562
295,0.5080915093421936
296,0.5085755586624146
297,0.5090585947036743
298,0.5095406770706177
299,0.5100218057632446
300,0.5105019807815552
301,0.5109812021255493
302,0.511459469795227
